Delivery;Item;Reference document;Delivery Type;Sold-to party;Name of sold-to party;Material;Description;Plant;Delivery quantity;Sales unit;Deliv. date(From/to);Ship-to party;Name of the ship-to party;Sales Organization;Goods Issue Date
858418871;10;137016674;LF;10015219;AGROALAS S.R.L;00097050308;PANZERGOLDLS BTLHPE20L ARG;C074;380,000;L;30/11/2021;421680;ACEITERA GENERAL DEHEZA SA;A131;30/11/2021
858455897;10;137057050;LF;970900;MC CAIN ARGENTINA SA;00000283044;DITHANENT BAGHPE42X25KG ARG;C079;25,000;KG;30/09/2021;970900;MC CAIN ARGENTINA SA;A131;29/09/2021
858506256;10;137113218;LF;1096463;SOMARUGA AGRO SA;00000098714;PRESIDE BTLHPE4X5L ARG;C072;20,000;L;30/08/2021;1096463;SOMARUGA AGRO SA;A131;30/08/2021
858551127;10;4230314592;ZLC;1358971;AGRONORTE CEREALES SRL;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;4;ZPB;23/08/2021;1358971;AGRONORTE CEREALES SRL;A131;16/07/2021
858564655;10;137168597;LF;788933;CAPELLA HECTOR CARLOS;00000360532;GALANT HL BTLCOX4X5L ARG;C074;10,000;L;21/09/2021;788933;CAPELLA HECTOR CARLOS;A131;21/09/2021
858574172;10;4230319027;ZLC;827375;RINDES Y CULTIVOS DAS S.A.;00097077571;DASH MSO MAX BTLHPE4X5L ARG;C077;560,000;L;30/09/2021;2002680;RINDES Y CULTIVOS DAS S.A.;A131;29/09/2021
858574172;20;4230319027;ZLC;827375;RINDES Y CULTIVOS DAS S.A.;00097077563;CLEARSOLIIPLUS CPKBAG2X(0.6+1.171)KG ARG;C077;150;UNT;30/09/2021;2002680;RINDES Y CULTIVOS DAS S.A.;A131;29/09/2021
858579233;10;4230318256;ZLC;811682;RIBOLDI SA;00097072863;NEXT 25.8PWU R18 COR CT CMQL BG80UK AR;C049;1;BAG;15/07/2021;811682;RIBOLDI SA;A131;15/07/2021
858593727;10;137186202;LF;1198307;AGROPECUARIA MISTOL ANCHO SA;00099074918;TOCONEXTRA BTLPET12X1L ARG;C074;30,000;L;25/09/2021;1939983;AGROPECUARIA MISTOL ANCHO SA;A131;24/09/2021
858593795;10;137193421;LF;1245484;MSU SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C074;100,000;L;08/07/2021;827374;DASER AGRO S.A.;A131;08/07/2021
858604405;10;137186340;LF;10009051;ANTONIO PRADO H;00097050308;PANZERGOLDLS BTLHPE20L ARG;C074;1.500,000;L;30/11/2021;10009051;ANTONIO PRADO H;A131;30/11/2021
858617005;10;137107974;LF;750070;ADECO AGROPECUARIA SA;00097063888;EXALTSC BTLHPE12X1L ARG;C074;3,000;L;22/07/2021;1944082;ADECO AGROPECUARIA SA;A131;22/07/2021
858618306;10;137185287;LF;1140235;HECTOR A BERTONE SA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;366;ZPB;03/09/2021;1140235;HECTOR A BERTONE SA;A131;01/09/2021
858620953;10;136893567;LF;10014910;MARILAUQUEN SUR S.R.L;00097050308;PANZERGOLDLS BTLHPE20L ARG;C074;160,000;L;31/07/2021;10014910;MARILAUQUEN SUR S.R.L;A131;30/07/2021
858620958;10;136893573;LF;10014487;CAMPOOVERO SA;00097050308;PANZERGOLDLS BTLHPE20L ARG;C074;700,000;L;31/07/2021;10014487;CAMPOOVERO SA;A131;30/07/2021
858620982;10;136898434;LF;10014497;ISASI JOSE TOMAS;00097050308;PANZERGOLDLS BTLHPE20L ARG;C074;80,000;L;31/07/2021;10014497;ISASI JOSE TOMAS;A131;30/07/2021
858621721;10;137217177;LF;249737;RUTILAN SA;00000284028;TORDON24K BTLHPE4X5L URY;C077;1.600,000;L;28/07/2021;249737;RUTILAN SA;A131;28/07/2021
858622591;10;4230328079;ZLC;1431239;AGRONOMIA EL GALPON SA;00097050164;CURTAILM BTLFPE4X5L ARG;C077;160,000;L;30/11/2021;1431239;AGRONOMIA EL GALPON SA;A131;26/11/2021
858627281;10;137200450;LF;348763;DESAB S.A.;00097029364;NEXT 22.6PWU C17 PWU COR RCMQ BG80UK AR;C344;27;ZPB;04/08/2021;10014053;MORETO DEPOSITO TERCEROS;A131;03/08/2021
858627358;10;137209823;LF;702672;COOP AGRICOLA GANADERA DE;00099073048;MG360CP G3 SUN RCAMD BG180UK AR;C049;50;ZPB;11/08/2021;1843639;COOP AGRICOLA GANADERA DE;A131;06/08/2021
858631009;10;137127436;LF;348763;DESAB S.A.;00097029373;NEXT 22.6PWE SPR PWE COR RCMQ BG80UK AR;C049;72;ZPB;12/08/2021;1537583;RESGUARDO SERFIN SA;A131;11/08/2021
858631516;10;137119608;LF;10004381;GRINAAR SRL;00097063786;PASTARGOLD BTLHPE4X5L ARG;C077;20,000;L;07/09/2021;10004416;GRINAAR SRL;A131;06/09/2021
858631531;10;137227450;LF;10009198;AGROPECUARIA YUCHAN SA;00011097385;EXPEDITION BTLCOX4X5L ARG;C074;75,000;L;12/08/2021;10009198;AGROPECUARIA YUCHAN SA;A131;12/08/2021
858631844;10;4230324733;ZLC;348763;RESGUARDO SERFIN SA;00097029358;NEXT 22.6PWU R17 PWU COR RCMQ BG80UK AR;C049;4;ZPB;28/08/2021;1537583;RESGUARDO SERFIN SA;A131;13/07/2021
858632262;10;137150276;LF;348763;DESAB S.A.;00097029372;NEXT 22.6PWE SPC PWE COR RCMQ BG80UK AR;C049;436;ZPB;13/08/2021;1537583;RESGUARDO SERFIN SA;A131;12/08/2021
858633117;10;4230331018;ZLC;348764;FEDEA S.A.;00097081072;BRV3304CPDM G3 CP SUN LCLMD BG150UK AR;C049;400;ZPB;09/09/2021;1843795;FEDEA S.A.;A131;11/08/2021
858633172;20;4230330420;ZLC;1220382;AGROCOMERCIAL SUARDI SRL;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;17;ZPB;11/08/2021;1220382;AGROCOMERCIAL SUARDI SRL;A131;10/08/2021
858635591;10;137150270;LF;698907;AGRO MATORRALES SA;00097029362;NEXT 22.6PWU SPC PWU COR RCMQ BG80UK AR;C049;1;ZPB;17/08/2021;698907;AGRO MATORRALES SA;A131;13/08/2021
858635606;10;137226271;LF;2400491;GRUPO ABS S.R.L.;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;50;ZPB;31/08/2021;2400491;GRUPO ABS S.R.L.;A131;30/08/2021
858635684;10;137185287;LF;1140235;HECTOR A BERTONE SA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;89;ZPB;28/07/2021;1140235;HECTOR A BERTONE SA;A131;26/07/2021
858635687;30;4230331608;ZLC;348764;FEDEA S.A.;00097071094;NEXT 22.6PWU C19 PWU COR CT CMQL BG80 AR;C049;72;ZPB;09/09/2021;1843795;FEDEA S.A.;A131;13/08/2021
858636135;10;137138973;LF;1362701;COMPANIA DE INSUMOS Y GRANOS;00097029364;NEXT 22.6PWU C17 PWU COR RCMQ BG80UK AR;C344;388;ZPB;30/08/2021;1362701;COMPANIA DE INSUMOS Y GRANOS;A131;27/08/2021
858636324;10;4230331918;ZLC;1108872;AGRO LAJITAS SA;00099017480;RFG1RR C17 RR COR RCMQ BG80UK AR;C344;15;ZPB;24/08/2021;1843011;AGRO LAJITAS SA;A131;17/08/2021
858636371;30;4230331608;ZLC;348764;FEDEA S.A.;00097071094;NEXT 22.6PWU C19 PWU COR CT CMQL BG80 AR;C049;121;ZPB;17/08/2021;1843795;FEDEA S.A.;A131;13/08/2021
858636468;20;4230331608;ZLC;348764;FEDEA S.A.;00097029359;NEXT 22.6PWU R19 PWU COR RCMQ BG80UK AR;C049;287;ZPB;09/09/2021;1843795;FEDEA S.A.;A131;13/08/2021
858636500;10;4230332011;ZLC;1108872;AGRO LAJITAS SA;00097071078;510PWU C17 PWU COR CT CMQL BG80UK AR;C344;185;ZPB;24/08/2021;1843011;AGRO LAJITAS SA;A131;17/08/2021
858636761;40;4230331608;ZLC;348764;FEDEA S.A.;00097071095;NEXT 22.6PWU C21 PWU COR CT CMQL BG80 AR;C049;155;ZPB;09/09/2021;1843795;FEDEA S.A.;A131;13/08/2021
858638190;10;4230332331;ZLC;422082;DISTRIBUIDORA ROYJO SRL;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;50;ZPB;09/09/2021;2245367;DISTRIBUIDORA ROYJO SRL;A131;08/09/2021
858638194;10;4230332335;ZLC;1077555;NORTE FERTIL SRL;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;50;ZPB;09/09/2021;1077555;NORTE FERTIL SRL;A131;08/09/2021
858638196;10;4230332337;ZLC;1220382;AGROCOMERCIAL SUARDI SRL;00097071079;510PWU C18 PWU COR CT CMQL BG80UK AR;C344;530;ZPB;09/09/2021;1840779;AGROCOMERCIAL SUARDI SRL;A131;08/09/2021
858638745;10;137232636;LF;348763;DESAB S.A.;00097029375;NEXT 22.6PWE C19 PWE COR RCMQ BG80UK AR;C049;212;BAG;19/08/2021;1843691;DESAB S.A.;A131;18/08/2021
858638751;10;137232636;LF;348763;DESAB S.A.;00097029365;NEXT 22.6PWU C19 PWU COR RCMQ BG80UK AR;C344;350;BAG;19/08/2021;1843691;DESAB S.A.;A131;18/08/2021
858638997;10;137196884;LF;10003693;VERDEOS E INSUMOS AGROPECUARIOS;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;96,000;L;30/10/2021;10004241;VERDEOS E INSUMOS AGROPECUARIOS SRL;A131;27/10/2021
858639034;10;4230332522;ZLC;348767;SUMIDAS JV S.A.;00099074918;TOCONEXTRA BTLPET12X1L ARG;C077;300,000;L;30/10/2021;1066272;SUMIDAS JV S.A.;A131;28/10/2021
858639569;10;4230332667;ZLC;421706;AGROEMPRESA COLON SA;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;51;ZPB;10/09/2021;421706;AGROEMPRESA COLON SA;A131;09/09/2021
858639778;20;137233528;LF;2347165;ALBOCAMPO SA;00097071094;NEXT 22.6PWU C19 PWU COR CT CMQL BG80 AR;C049;80;ZPB;20/08/2021;2347165;ALBOCAMPO SA;A131;18/08/2021
858639786;10;4230332555;ZLC;1233452;DON ITALO SA;00097029366;NEXT 22.6PWU C21 PWU COR RCMQ BG80UK AR;C344;140;ZPB;09/09/2021;1233452;DON ITALO SA;A131;26/08/2021
858639881;10;4230328029;ZLC;421728;AGRONORT SA;00097071079;510PWU C18 PWU COR CT CMQL BG80UK AR;C344;72;ZPB;26/08/2021;421728;AGRONORT SA;A131;02/08/2021
858640774;10;137138958;LF;1362701;COMPANIA DE INSUMOS Y GRANOS;00097029366;NEXT 22.6PWU C21 PWU COR RCMQ BG80UK AR;C344;140;ZPB;20/08/2021;1569500;COMPANIA DE INSUMOS Y GRANOS;A131;19/08/2021
858641107;10;137223642;LF;10003425;AGRO LORETO SA;00097071072;510PWU R17 PWU COR CT CMQL BG80UK AR;C344;360;ZPB;23/08/2021;10007206;AGRO LORETO SA;A131;20/08/2021
858642158;10;137237996;LF;1096463;SOMARUGA AGRO SA;00097018141;DELEGATE BTLHPE12X300GR ARG;C072;18,000;KG;21/08/2021;1096463;SOMARUGA AGRO SA;A131;20/08/2021
858642441;10;4230332985;ZLC;1519556;INSUMOS DEL CENTRO SA;00097029373;NEXT 22.6PWE SPR PWE COR RCMQ BG80UK AR;C049;5;ZPB;23/08/2021;1844308;INSUMOS DEL CENTRO SA;A131;20/08/2021
858642450;30;4230331608;ZLC;348764;FEDEA S.A.;00097071094;NEXT 22.6PWU C19 PWU COR CT CMQL BG80 AR;C049;72;ZPB;09/09/2021;1843795;FEDEA S.A.;A131;13/08/2021
858642569;10;4230333359;ZLC;348764;FEDEA S.A.;00097029375;NEXT 22.6PWE C19 PWE COR RCMQ BG80UK AR;C049;25;ZPB;09/09/2021;1843799;FEDEA S.A.;A131;23/08/2021
858643065;10;137081962;LF;249737;RUTILAN SA;00097066712;PANZERGOLDLS BTLHPE20L URY;C077;2.400,000;L;24/08/2021;249737;RUTILAN SA;A131;24/08/2021
858643258;10;4230333468;ZLC;1358971;AGRONORTE CEREALES SRL;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;7;ZPB;15/09/2021;1358971;AGRONORTE CEREALES SRL;A131;14/09/2021
858643259;10;4230333469;ZLC;698907;AGRO MATORRALES SA;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;10;ZPB;15/09/2021;698907;AGRO MATORRALES SA;A131;14/09/2021
858643260;10;4230333470;ZLC;421706;AGROEMPRESA COLON SA;00099017485;RFG1RR R18 RR COR RCMQ BG80UK AR;C344;8;ZPB;15/09/2021;421706;AGROEMPRESA COLON SA;A131;14/09/2021
858643503;10;137171968;LF;10026668;AGROPECUARIA LA COSECHA SA;00097072862;NEXT 25.8PWU R17 COR CT CMQL BG80UK AR;C049;4;ZPB;25/08/2021;10026743;AGROPECUARIA LA COSECHA SA;A131;24/08/2021
858643557;10;4230333467;ZLC;421706;AGROEMPRESA COLON SA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;39;ZPB;31/08/2021;421706;AGROEMPRESA COLON SA;A131;27/08/2021
858643687;10;4230333467;ZLC;421706;AGROEMPRESA COLON SA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;3;ZPB;31/08/2021;421706;AGROEMPRESA COLON SA;A131;27/08/2021
858643734;10;4230333595;ZLC;1220382;AGROCOMERCIAL SUARDI SRL;00097071077;510PWU C16 PWU COR CT CMQL BG80UK AR;C344;275;ZPB;25/08/2021;1220382;AGROCOMERCIAL SUARDI SRL;A131;24/08/2021
858643736;10;4230333597;ZLC;1220382;AGROCOMERCIAL SUARDI SRL;00097071072;510PWU R17 PWU COR CT CMQL BG80UK AR;C344;430;ZPB;09/09/2021;1220382;AGROCOMERCIAL SUARDI SRL;A131;08/09/2021
858643796;10;4230333612;ZLC;1358971;AGRONORTE CEREALES SRL;00097029368;NEXT 22.6PWE R17 PWE COR RCMQ BG80UK AR;C049;100;ZPB;25/08/2021;1358971;AGRONORTE CEREALES SRL;A131;24/08/2021
858644876;10;137167572;LF;1159304;AGROIDEAS SA;00097029360;NEXT 22.6PWU R21 PWU COR RCMQ BG80UK AR;C049;380;ZPB;25/08/2021;10027676;AGROIDEAS SA;A131;23/08/2021
858645024;10;4230333792;ZLC;1519556;INSUMOS DEL CENTRO SA;00099079278;507PWU SPR PWU COR RCMQ BG80UK AR;C344;26;ZPB;26/08/2021;1844308;INSUMOS DEL CENTRO SA;A131;25/08/2021
858645059;10;137222513;LF;1159304;AGROIDEAS SA;00099079300;507PWU C17 PWU COR RCMQ BG80UK AR;C344;50;ZPB;27/08/2021;10027676;AGROIDEAS SA;A131;25/08/2021
858645105;10;4230333466;ZLC;750105;EL ALAMO SRL;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;97;ZPB;30/08/2021;750105;EL ALAMO SRL;A131;26/08/2021
858645109;10;137222512;LF;1159304;AGROIDEAS SA;00099079273;507PWU R16 PWU COR RCMQ BG80UK AR;C344;217;ZPB;27/08/2021;10027676;AGROIDEAS SA;A131;25/08/2021
858645169;10;137235583;LF;421990;CARGILL SACEI;00097070886;RFG22RRE R17 ERR COR CT RCMQ BG80UK AR;C049;40;ZPB;26/08/2021;1843398;CARGILL SACEI;A131;25/08/2021
858645169;20;137235583;LF;421990;CARGILL SACEI;00097070887;RFG22RRE R19 ERR COR CT RCMQ BG80UK AR;C049;100;ZPB;26/08/2021;1843398;CARGILL SACEI;A131;25/08/2021
858645179;10;137237024;LF;2347145;PRODUSEM SOCIEDAD ANONIMA;00099017479;RFG1RR C16 RR COR RCMQ BG80UK AR;C344;234;ZPB;26/08/2021;2347145;PRODUSEM SOCIEDAD ANONIMA;A131;25/08/2021
858645179;20;137237024;LF;2347145;PRODUSEM SOCIEDAD ANONIMA;00099017481;RFG1RR C18 RR COR RCMQ BG80UK AR;C344;168;ZPB;26/08/2021;2347145;PRODUSEM SOCIEDAD ANONIMA;A131;25/08/2021
858645180;10;137237024;LF;2347145;PRODUSEM SOCIEDAD ANONIMA;00099017481;RFG1RR C18 RR COR RCMQ BG80UK AR;C344;285;ZPB;09/09/2021;2347145;PRODUSEM SOCIEDAD ANONIMA;A131;08/09/2021
858645185;10;4230333595;ZLC;1220382;AGROCOMERCIAL SUARDI SRL;00097071077;510PWU C16 PWU COR CT CMQL BG80UK AR;C344;158;ZPB;25/08/2021;1220382;AGROCOMERCIAL SUARDI SRL;A131;24/08/2021
858645193;10;137233514;LF;1140235;HECTOR A BERTONE SA;00097029368;NEXT 22.6PWE R17 PWE COR RCMQ BG80UK AR;C049;78;ZPB;27/08/2021;10014053;MORETO DEPOSITO TERCEROS;A131;26/08/2021
858645210;10;137229743;LF;1233452;DON ITALO SA;00097029366;NEXT 22.6PWU C21 PWU COR RCMQ BG80UK AR;C344;600;ZPB;26/08/2021;1233452;DON ITALO SA;A131;25/08/2021
858645219;10;137235686;LF;422082;DISTRIBUIDORA ROYJO SRL;00097071078;510PWU C17 PWU COR CT CMQL BG80UK AR;C344;10;BAG;26/08/2021;2245367;DISTRIBUIDORA ROYJO SRL;A131;25/08/2021
858645303;10;137222513;LF;1159304;AGROIDEAS SA;00099079301;507PWU C18 PWU COR RCMQ BG80UK AR;C344;5;ZPB;28/08/2021;10027676;AGROIDEAS SA;A131;25/08/2021
858645306;10;137229387;LF;1358971;AGRONORTE CEREALES SRL;00099071473;NEXT20.6PW R17 PW COR RCMQ BG80UK AR;C344;6;BAG;26/08/2021;1358971;AGRONORTE CEREALES SRL;A131;25/08/2021
858645309;10;4230333848;ZLC;422082;DISTRIBUIDORA ROYJO SRL;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;146;ZPB;28/08/2021;2245367;DISTRIBUIDORA ROYJO SRL;A131;25/08/2021
858645310;10;4230333849;ZLC;1108872;AGRO LAJITAS SA;00099017482;RFG1RR C20 RR COR RCMQ BG80UK AR;C344;36;ZPB;01/09/2021;1843011;AGRO LAJITAS SA;A131;25/08/2021
858645312;10;4230333850;ZLC;737857;GESAGRO SA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;112;ZPB;06/09/2021;737857;GESAGRO SA;A131;25/08/2021
858645336;10;137233514;LF;1140235;HECTOR A BERTONE SA;00097029368;NEXT 22.6PWE R17 PWE COR RCMQ BG80UK AR;C049;222;ZPB;27/08/2021;10014053;MORETO DEPOSITO TERCEROS;A131;26/08/2021
858645340;10;4230333466;ZLC;1817584;CORTEVA AGRISCIENCE ARGENTINA;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;45;ZPB;30/08/2021;1817584;CORTEVA AGRISCIENCE ARGENTINA;A131;26/08/2021
858645341;10;4230333548;ZLC;1358971;AGRONORTE CEREALES SRL;00097029374;NEXT 22.6PWE C17 PWE COR RCMQ BG80UK AR;C049;300;ZPB;26/08/2021;1358971;AGRONORTE CEREALES SRL;A131;25/08/2021
858645670;10;137185283;LF;1140235;HECTOR A BERTONE SA;00097070893;RFG22RRE C19 ERR COR CT RCMQ BG80UK AR;C049;25;ZPB;26/08/2021;10014053;MORETO DEPOSITO TERCEROS;A131;25/08/2021
858645670;20;137185283;LF;1140235;HECTOR A BERTONE SA;00097029375;NEXT 22.6PWE C19 PWE COR RCMQ BG80UK AR;C049;230;ZPB;26/08/2021;10014053;MORETO DEPOSITO TERCEROS;A131;25/08/2021
858645672;10;137220808;LF;1140235;HECTOR A BERTONE SA;00097029358;NEXT 22.6PWU R17 PWU COR RCMQ BG80UK AR;C049;800;ZPB;30/08/2021;10014053;MORETO DEPOSITO TERCEROS;A131;27/08/2021
858645682;10;137195727;LF;1140235;HECTOR A BERTONE SA;00097071075;510PWU SPC PWU COR CT CMQL BG80UK AR;C344;164;ZPB;09/09/2021;10014053;MORETO DEPOSITO TERCEROS;A131;08/09/2021
858645688;10;137235540;LF;1140235;HECTOR A BERTONE SA;00099079273;507PWU R16 PWU COR RCMQ BG80UK AR;C344;1;ZPB;25/08/2021;2224670;HECTOR A BERTONE SA;A131;24/08/2021
858646510;10;137238355;LF;10006216;ALEJANDRO AYERZA;00000115146;SPIDER PCHALM10X5X0.10KG ARG;C074;80,000;KG;25/08/2021;10008425;ALEJANDRO AYERZA;A131;25/08/2021
858646515;10;137189132;LF;811682;RIBOLDI SA;00097029359;NEXT 22.6PWU R19 PWU COR RCMQ BG80UK AR;C344;64;ZPB;30/08/2021;811682;RIBOLDI SA;A131;26/08/2021
858646515;20;137189132;LF;811682;RIBOLDI SA;00097029359;NEXT 22.6PWU R19 PWU COR RCMQ BG80UK AR;C344;62;ZPB;30/08/2021;811682;RIBOLDI SA;A131;26/08/2021
858646651;10;137240153;LF;901028;VIREYES AGROPECUARIA SA EF;00097080399;NTO2.5CP G3 CP SUN LCLMD BG150UK AR;C049;220;ZPB;30/08/2021;1935896;VIREYES AGROPECUARIA SA EF;A131;25/08/2021
858646654;10;137240550;LF;901028;VIREYES AGROPECUARIA SA EF;00099073048;MG360CP G3 SUN RCAMD BG180UK AR;C049;100;BAG;26/08/2021;1938173;VIREYES AGROPECUARIA SA EF;A131;25/08/2021
858646665;10;137235772;LF;693960;COOPERATIVA AGRICOLA GANADERA;00099017479;RFG1RR C16 RR COR RCMQ BG80UK AR;C344;30;ZPB;27/08/2021;693960;COOPERATIVA AGRICOLA GANADERA;A131;26/08/2021
858646667;10;137241176;LF;421686;ADMINISTRACION ENRIQUE DUHAU;00097029360;NEXT 22.6PWU R21 PWU COR RCMQ BG80UK AR;C344;1.000;ZPB;02/09/2021;2003144;ADMINISTRACION ENRIQUE DUHAU;A131;31/08/2021
858646668;10;137238031;LF;711987;MORERO Y CIA SACIAI Y F;00097071079;510PWU C18 PWU COR CT CMQL BG80UK AR;C344;33;ZPB;09/09/2021;711987;MORERO Y CIA SACIAI Y F;A131;08/09/2021
858646683;10;4230334078;ZLC;1191172;AGRUPACION CAMPONUEVO SA;00097078737;BRV8380PWU C21 PWU COR CT RCMQ BG80 AR;C344;20;BAG;30/08/2021;1191172;AGRUPACION CAMPONUEVO SA;A131;26/08/2021
